lat,lon
40.73043264,-74.08000249
40.69817202,-74.07353726
40.74603648,-74.05983374
40.70350259,-74.04204349
40.73360329,-74.04730324
40.72330368,-74.07032698
40.70312786,-74.06156544
40.73421017,-74.03835362
40.69926281,-74.05183421
40.72949833,-74.09216997
40.70335189,-74.09202552
40.72689563,-74.04397038
40.72083038,-74.10588366
40.70454644,-74.06575099
40.70495731,-74.09604265
40.73735345,-74.06476243
40.70653318,-74.051846
40.72422391,-74.08854233
40.70458356,-74.04234928
40.7351885,-74.08553745
40.71087393,-74.04132744
40.73420526,-74.05153087
40.72380728,-74.0698253
40.74470919,-74.05741959
40.72890272,-74.03722533
40.73512777,-74.08921443
40.74255982,-74.05715602
40.72636333,-74.0846499
40.73610902,-74.04434799
40.74405539,-74.08099227
40.69530298,-74.064296
40.72698838,-74.08359682
40.71183054,-74.08789876
40.70380416,-74.09056783
40.70013286,-74.07815559
40.73959402,-74.07640579
40.71157284,-74.05301029
40.70454839,-74.04704232
40.71337298,-74.05907058
40.70579137,-74.05178583
40.72894694,-74.07789866
40.70159957,-74.08804092
40.74383085,-74.09068697
40.72980334,-74.08527568
40.70236152,-74.0826107
40.74358128,-74.05506175
40.71246828,-74.07246124
40.7036326,-74.09372708
40.69927672,-74.05132689
40.72488319,-74.04362719
40.71062599,-74.06216423
40.71607294,-74.04638126
40.74397134,-74.06371061
40.73901363,-74.08102985
40.70472649,-74.07511732
40.71189842,-74.08655615
40.70775417,-74.08851491
40.71123569,-74.07121185
40.73388058,-74.09161172
40.6987874,-74.08127053
40.7169775,-74.10756156
40.7202637,-74.0885376
40.71770736,-74.06023484
40.70408825,-74.04538874
40.73836831,-74.09964181
40.73887315,-74.08059974
40.74494537,-74.06404103
40.71471855,-74.07532214
40.72950575,-74.10025387
40.70994387,-74.06578278
40.70520268,-74.09485568
40.70756728,-74.08935928
40.69473438,-74.05843625
40.72066876,-74.10610679
40.74844606,-74.07168289
40.7224465,-74.05927406
40.71077753,-74.05082745
40.74582441,-74.08095056
40.70372401,-74.07180596
40.73333965,-74.0383859
40.71040552,-74.0716753
40.71879765,-74.04366783
40.71971479,-74.04471699
40.70446064,-74.07863969
40.71865405,-74.10660739
40.7116544,-74.07051051
40.71978769,-74.06791299
40.73790213,-74.0400293
40.69827394,-74.06162787
40.71601973,-74.07255572
40.69652324,-74.07274138
40.70379383,-74.04162556
40.70623933,-74.04710042
40.7231958,-74.08897014
40.71616018,-74.08506963
40.72641924,-74.05036059
40.69545114,-74.05815585
40.72727807,-74.04139684
40.70805034,-74.04928554
40.71456375,-74.05082533
40.72067138,-74.0558846
40.73562326,-74.06391941
40.72106079,-74.07704347
40.72052183,-74.10507883
40.70350449,-74.0831953
40.73897774,-74.06891718
40.73925842,-74.07127835
40.7240515,-74.05015486
40.73875103,-74.06892704
40.72111239,-74.04366805
40.7045796,-74.05945518
40.7273329,-74.08955695
40.7151715,-74.08655261
40.74324241,-74.07979611
40.71482572,-74.08135843
40.69760507,-74.087924
40.70624186,-74.08478339
40.70602473,-74.08106813
40.7251155,-74.05913293
40.71526269,-74.08722218
40.69896144,-74.08934067
40.71691676,-74.0699634
40.70191509,-74.0505593
40.73733049,-74.05736957
40.74695375,-74.06845322
40.72530498,-74.06452562
40.72232964,-74.09338437
40.7363856,-74.04906017
40.71792658,-74.03559814
40.72213813,-74.06210615
40.73437458,-74.09685094
40.72134377,-74.10299911
40.74111336,-74.09288336
40.71930288,-74.09678993
40.70233023,-74.04225743
40.73695954,-74.06303209
40.69875102,-74.04740296
40.74085052,-74.09452506
40.73265746,-74.05490936
40.72767494,-74.0467912
40.71139936,-74.06891546
40.71113597,-74.07534956
40.72823221,-74.09870273
40.71928318,-74.07254144
40.69468699,-74.07783798
40.73778722,-74.08041386
40.74039608,-74.09581024
40.73704694,-74.04828714
40.6987552,-74.09322424
40.73510689,-74.04856734
40.73459972,-74.04237981
40.72350356,-74.09759532
40.72748441,-74.03521405
40.73121147,-74.09012742
40.74471055,-74.08297729
40.72629302,-74.04973248
40.70018104,-74.08983142
40.7074527,-74.04933751
40.74175752,-74.04413601
40.73218227,-74.07982955
40.71715622,-74.04085296
40.74136196,-74.05495025
40.72928387,-74.06052012
40.70556764,-74.07425182
40.73383954,-74.08393062
40.72954476,-74.06935374
40.73115532,-74.09026884
40.71886692,-74.072681
40.73269285,-74.09606123
40.72980772,-74.056162
40.74156119,-74.06665521
40.7418204,-74.08394646
40.7079837,-74.07693899
40.714596,-74.09804165
40.73632227,-74.06113953
40.71899708,-74.08400934
40.74699619,-74.06884326
40.74304987,-74.064922
40.73281128,-74.03578199
40.69831512,-74.06196313
40.72995402,-74.08184966
40.73083705,-74.035125
40.70452664,-74.07576267
40.74536742,-74.09010754
40.73534481,-74.07956007
40.73866328,-74.04292865
40.69854008,-74.08558491
40.73811296,-74.07505732
40.72514704,-74.09154653
40.7458814,-74.0566256
40.72965849,-74.05642376
40.71488371,-74.08780642
40.74338779,-74.05205089
40.71924652,-74.09083324
40.70792415,-74.07471207
40.73608287,-74.09975633
40.70312864,-74.0521914
40.69874711,-74.0635472
40.73125477,-74.05954841
40.72929284,-74.10034764
40.72951796,-74.0852298
40.70506594,-74.04430945
40.70608693,-74.04337965
40.74857434,-74.08290672
40.73096526,-74.04064446
40.70463906,-74.07834002
40.69769921,-74.0596738
40.73695658,-74.09786692
40.73666953,-74.04866176
40.70725321,-74.05154203
40.69762221,-74.0713577
40.7351089,-74.06943237
40.73531844,-74.07797709
40.71999867,-74.06351469
40.71041169,-74.05947334
40.74230492,-74.05609931
40.70307901,-74.07359947
40.69661759,-74.07753633
40.73580063,-74.03878259
40.704595,-74.08059475
40.72283633,-74.08013791
40.70833987,-74.09941653
40.6951595,-74.08394943
40.72347774,-74.03569629
40.72764086,-74.10500282
40.71607109,-74.03931716
40.73719248,-74.10079031
40.72957802,-74.05244816
40.72157183,-74.06116527
40.70895161,-74.04414566
40.74458025,-74.08014893
40.71076507,-74.08375268
40.73560213,-74.08468758
40.73606791,-74.04239352
40.72780491,-74.10257432
40.70258512,-74.07037699
40.70363382,-74.07622395
40.71283509,-74.07086886
40.72945221,-74.05593925
40.7231716,-74.10442777
40.74169444,-74.08185363
40.74729944,-74.07215566
40.71273138,-74.08124251
40.72135406,-74.03478368
40.7140854,-74.04690686
40.7049382,-74.0984767
40.74435181,-74.0938977
40.73516772,-74.04360172
40.69735004,-74.08377431
40.72383396,-74.0456014
40.73397888,-74.08824797
40.7212486,-74.09176847
40.71726367,-74.09798764
40.70577446,-74.09526796
40.72346383,-74.09719058
40.73407859,-74.05329947
40.73213784,-74.04829378
40.71107267,-74.07375477
40.69518793,-74.08252974
40.72456019,-74.08369759
40.70345505,-74.0497457
40.70743514,-74.05986048
40.74089482,-74.09839647
40.72846814,-74.0488938
40.73334478,-74.07755956
40.73888086,-74.07438951
40.7169847,-74.06523429
40.69393981,-74.081418
40.72224205,-74.05404191
40.72516045,-74.04778625
40.74137164,-74.06160484
40.71496013,-74.07353478
40.74978403,-74.07715607
40.72774544,-74.08461976
40.730924,-74.07797692
40.73672143,-74.08095965
40.74123242,-74.0726774
40.71268716,-74.06407336
40.71198778,-74.09213501
40.72320812,-74.0564365
40.71311879,-74.10403815
40.72164675,-74.09726771
40.73825035,-74.05967333
40.7013016,-74.09058887
40.71399527,-74.04338751
40.69903558,-74.09317435
40.72983474,-74.07680736
40.71800591,-74.03978817
40.7234139,-74.05893759
40.69531655,-74.06398903
40.72648553,-74.04728954
40.74612145,-74.06312034
40.74136418,-74.05552117
40.72627335,-74.06779204
40.69972687,-74.05359888
40.73641859,-74.09229326
40.70190205,-74.04671019
40.7269657,-74.08562734
40.71025526,-74.03609138
40.7145364,-74.08721383
40.7266899,-74.09838732
40.7392135,-74.08366438
40.72079008,-74.08645368
40.72471,-74.06779405
40.73442853,-74.07495545
40.71808785,-74.1044396
40.72541706,-74.06292137
40.71920885,-74.04897511
40.73617525,-74.04235453
40.7121382,-74.07645271
40.71715546,-74.06431064
40.74223727,-74.07327196
40.74500902,-74.049603
40.70942205,-74.08761858
40.73566243,-74.05905319
40.74706084,-74.0749485
40.70043633,-74.05154251
40.73258449,-74.07995013
40.71981233,-74.08312894
40.70081279,-74.08298931
40.73415673,-74.05035721
40.73488334,-74.03964249
40.71924982,-74.04634302
40.71644711,-74.06016482
40.72615995,-74.03596126
40.7114218,-74.03640364
40.70176233,-74.09621605
40.74031399,-74.08447952
40.74130003,-74.07853951
40.72801945,-74.10150802
40.72206505,-74.04457764
40.7282969,-74.05078886
40.72125818,-74.08394352
40.72342631,-74.05792005
40.71562298,-74.05863972
40.69966773,-74.06756502
40.70075734,-74.04575335
40.74667457,-74.05712259
40.69922955,-74.06519008
40.72961701,-74.0579314
40.72652252,-74.04885204
40.70865887,-74.07926474
40.71884645,-74.06928673
40.69951902,-74.08637606
40.70775777,-74.06806132
40.74114039,-74.07830777
40.74395668,-74.08894449
40.71229201,-74.04012736
40.70881373,-74.07339048
40.74479677,-74.05412928
40.72804428,-74.10641524
40.71174367,-74.06432606
40.73579713,-74.05375396
40.70475803,-74.08096914
40.73415193,-74.09935166
40.7179256,-74.04156219
40.74599062,-74.05192272
40.7089583,-74.08488098
40.71408426,-74.10522988
40.7149952,-74.05527396
40.74637345,-74.05392263
40.7338477,-74.08324348
40.70673768,-74.08294784
40.74616972,-74.08640671
40.74085215,-74.08202268
40.73098826,-74.05397458
40.69493743,-74.06712261
40.74048927,-74.09448343
40.72804648,-74.07867103
40.72904731,-74.09967085
40.71282837,-74.05899352
40.73764584,-74.09921091
40.70478416,-74.09403216
40.74037403,-74.04416499
40.70849132,-74.07556575
40.71266099,-74.07698618
40.74075535,-74.09495755
40.72181608,-74.04779738
40.74534996,-74.07213955
40.70303922,-74.05986932
40.71387375,-74.06110189
40.70368407,-74.05735481
40.74606134,-74.06423799
40.71129269,-74.06010793
40.71962926,-74.03426736
40.7361562,-74.06403722
40.70974739,-74.04269461
40.70382342,-74.05665645
40.71094936,-74.10587132
40.70325706,-74.06646905
40.7197246,-74.06959697
40.71386195,-74.10240716
40.73954688,-74.08950839
40.72173546,-74.07354553
40.69871007,-74.08856677
40.70588562,-74.04428771
40.71321636,-74.09128588
40.70910652,-74.08535727
40.73998392,-74.04305443
40.71884175,-74.10179141
40.70406446,-74.09466454
40.72864546,-74.07136594
40.72864555,-74.04579558
40.70165712,-74.0706246
40.72391093,-74.07061474
40.73887589,-74.09961793
40.71712679,-74.08535386
40.71934499,-74.03490259
40.70912076,-74.07257076
40.71247267,-74.10668636
40.71999234,-74.03687477
40.71479056,-74.09204805
40.69768583,-74.0697953
40.72082649,-74.04526072
40.73326204,-74.10347865
40.71768026,-74.04163975
40.72520632,-74.0375701
40.74681413,-74.08634426
40.73718165,-74.09042116
40.73018947,-74.07620785
40.7368225,-74.09244391
40.73242078,-74.06831096
40.73107983,-74.07501985
40.71572669,-74.07514417
40.69814663,-74.08557238
40.72057216,-74.08918123
40.74194672,-74.07369499
40.73034898,-74.0790246
40.70558797,-74.09441783
40.74038468,-74.04419697
40.73399997,-74.0402561
40.71395486,-74.0970585
40.71744173,-74.07625727
40.69553614,-74.06347957
40.70645674,-74.04105837
40.74295659,-74.06042441
40.71015638,-74.08285737
40.74462598,-74.06375009
40.7110436,-74.04479271
40.72406691,-74.09545739
40.72682752,-74.10379069
40.70963052,-74.09726044
40.72372929,-74.05372429
40.74283855,-74.09370621
40.72282391,-74.04714571
40.73747316,-74.08155493
40.72778195,-74.06060365
40.72518826,-74.09376929
40.73996533,-74.08561049
40.71984632,-74.0402862
40.69701187,-74.06347345
40.74186368,-74.0936132
40.73374753,-74.07688521
40.70511931,-74.07015203
40.72734406,-74.04135378
40.73800518,-74.0922513
40.72100449,-74.04762903
40.72967589,-74.04313561
40.72862666,-74.09027018
40.74782251,-74.08316997
40.71248741,-74.04007154
40.73633999,-74.0505882
40.69381952,-74.06194117
40.71897914,-74.03465541
40.70147316,-74.0902256
40.73725244,-74.08250591
40.7447239,-74.06872526
40.70250259,-74.0681671
40.73249457,-74.06862826
40.73257745,-74.04975303
40.72717427,-74.07381511
40.72628313,-74.06377055
40.6996288,-74.05980075
40.73263877,-74.06063352
40.72521712,-74.09504083
40.70774966,-74.08043857
40.74195702,-74.04357557
40.72015751,-74.09400309
40.70043108,-74.07851681
40.7392035,-74.07368343
40.6995937,-74.05429875
40.73641164,-74.07065247
40.69571751,-74.05805577
40.71388654,-74.0612225
40.73792992,-74.04060497
40.70235284,-74.07802827
40.74498715,-74.05094007
40.73187054,-74.08656324
40.74316773,-74.07444094
40.71780642,-74.0405521
40.74345731,-74.05397003
40.7185429,-74.07357512
40.73035347,-74.09149171
40.69732319,-74.08364664
40.72619024,-74.05200241
40.70294151,-74.06148587
40.72042381,-74.04430137
40.70804678,-74.07416097
40.71006881,-74.04101205
40.73350374,-74.05703525
40.72097062,-74.09897417
40.74812782,-74.06148735
40.72362491,-74.10437092
40.726258,-74.04502864
40.71762916,-74.06743978
40.72300975,-74.0452727
40.73329519,-74.04657831
40.70597675,-74.09445219
40.72163184,-74.05176083
40.72905075,-74.08393633
40.70647843,-74.05355921
40.69896023,-74.09221244
40.73815227,-74.05975528
40.71918105,-74.03264957
40.73651858,-74.04676986
40.72899853,-74.10283399
40.69617374,-74.08124899
40.70889394,-74.05134965
40.74871656,-74.06340582
40.73858865,-74.05901305
40.71467763,-74.04581733
40.73251721,-74.04169553
40.69938341,-74.0499588
40.70233373,-74.09684213
40.73556783,-74.08461194
40.71413064,-74.06184874
40.73826922,-74.04425834
40.71635672,-74.08274691
40.74083439,-74.07377172
40.74277632,-74.04831737
40.70712181,-74.07581076
40.73762446,-74.0773419
40.70651812,-74.05046494
40.70219495,-74.0556558
40.70329442,-74.08399807
40.72936732,-74.0708909
40.74095454,-74.06727026
40.71530386,-74.08891291
40.72475574,-74.09010029
40.70986848,-74.07479857
40.74283051,-74.07786868
40.72259494,-74.04419524
40.70280643,-74.0935973
40.72075037,-74.10667837
40.72235182,-74.05334453
40.73444618,-74.05862801
40.72701099,-74.03574207
40.73538366,-74.10370226
40.73329712,-74.09165504
40.71516186,-74.05999577
40.74366841,-74.04642122
40.73226731,-74.10155667
40.73470334,-74.0820698
40.71294034,-74.07121774
40.73582389,-74.04708549
40.70140584,-74.05355676
40.74024691,-74.08443561
40.73312462,-74.10107918
40.70421503,-74.05185408
40.71951105,-74.05343492
40.72241888,-74.07871418
40.74444834,-74.09069814
40.71058947,-74.0992748
40.73685316,-74.09968675
40.72393247,-74.06208943
40.7212226,-74.10274557
40.7193673,-74.05939442
40.73626681,-74.07262794
40.70912544,-74.07896231
40.71584235,-74.07903107
40.72866011,-74.09338388
40.72862874,-74.09789534
40.72620019,-74.03975878
40.70524951,-74.04345993
40.7339971,-74.05116129
40.74771426,-74.08582158
40.70202739,-74.08132748
40.71238451,-74.0352216
40.71456924,-74.03497338
40.72995295,-74.06679408
40.71200507,-74.09860306
40.7130994,-74.10544181
40.74278968,-74.05860212
40.72368989,-74.03439258
40.71325499,-74.05908949
40.69576809,-74.07948297
40.73381504,-74.06514226
40.72499069,-74.07280649
40.7305508,-74.1021405
40.70281544,-74.07781453
40.71019354,-74.05273481
40.70002648,-74.06995392
40.72502314,-74.08057874
40.70379345,-74.07191151
40.7200168,-74.09944007
40.71918744,-74.06458921
40.73682237,-74.05134997
40.70607016,-74.06901938
40.7326507,-74.09572719
40.71333321,-74.09950664
40.71087086,-74.03591145
40.69360704,-74.06468708
40.71361462,-74.04796651
40.69323219,-74.067849
40.72005512,-74.08098634
40.71857966,-74.09757782
40.70287196,-74.06210461
40.72876267,-74.06558848
40.69676951,-74.08908485
40.71341619,-74.10344206
40.73034802,-74.06691731
40.73285541,-74.07778504
40.74488812,-74.06389179
40.73120816,-74.06641813
40.73328485,-74.05671685
40.72585259,-74.04923644
40.74029559,-74.05108725
40.73997242,-74.09649639
40.72464679,-74.04433336
40.73355234,-74.1001465
40.71172215,-74.09110093
40.72734699,-74.10746138
40.71430789,-74.06649685
40.71763765,-74.06482441
40.6999282,-74.0927172
40.70903463,-74.05681135
40.71436212,-74.04272059
40.73880594,-74.06540482
40.7120362,-74.04254594
40.73299058,-74.06801634
40.72487705,-74.06319787
40.72458728,-74.10347255
40.73329557,-74.08581754
40.69711935,-74.0578971
40.70746176,-74.09505291
40.7130814,-74.06157801
40.71875688,-74.09609853
40.74529096,-74.05922087
40.72138957,-74.05366723
40.69663318,-74.08387077
40.70828018,-74.08378045
40.7446938,-74.08622177
40.74074952,-74.06311523
40.69500029,-74.06901733
40.70298387,-74.08756128
40.72099372,-74.05549383
40.71718465,-74.06033194
40.7321735,-74.06346166
40.71748077,-74.10772466
40.70224138,-74.07360768
40.73805174,-74.04771852
40.71152223,-74.08672225
40.73784509,-74.07131783
40.72248858,-74.08439796
40.69847519,-74.05864614
40.74067693,-74.0593526
40.72418884,-74.09474549
40.7453423,-74.06776626
40.7198559,-74.04121115
40.72991493,-74.06920906
40.73434189,-74.03749943
40.71844313,-74.07026542
40.7260323,-74.03867788
40.73419376,-74.06556905
40.6979338,-74.0490509
40.69472624,-74.05946744
40.73043184,-74.06763188
40.73292153,-74.03672502
40.70899147,-74.0808366
40.73042314,-74.06606932
40.73166699,-74.03980576
40.70958127,-74.09800762
40.70069297,-74.09262001
40.72406787,-74.05132043
40.69861394,-74.05815059
40.7344802,-74.08414173
40.74324543,-74.08406971
40.74129407,-74.0908481
40.70546902,-74.07880064
40.72392628,-74.08198185
40.74422415,-74.06411352
40.70279756,-74.0766627
40.69816687,-74.08294481
40.714414,-74.06652244
40.74737384,-74.0746003
40.74780839,-74.05833743
40.71214123,-74.0940457
40.73816345,-74.09549174
40.69455304,-74.06529052
40.73985291,-74.0840329
40.72507141,-74.07810522
40.70074669,-74.05401639
40.71974008,-74.1001352
40.72416466,-74.08768749
40.72990552,-74.04051672
40.73492388,-74.09252062
40.74706355,-74.08021256
40.74390619,-74.08648555
40.73375037,-74.03635285
40.74925506,-74.07123214
40.70073064,-74.06849141
40.72657,-74.03639434
40.71115577,-74.08102369
40.69920356,-74.08253501
40.74507547,-74.07034236
40.72058804,-74.08401796
40.73061549,-74.09792967
40.73362487,-74.06864593
40.72268891,-74.08705661
40.73667851,-74.0763698
40.72985967,-74.10214711
40.74319097,-74.08351645
40.7252389,-74.04516812
40.70824325,-74.08916115
40.74128605,-74.09440214
40.73763053,-74.07919638
40.74229358,-74.0761661
40.73530412,-74.09743527
40.72133429,-74.06896827
40.73561034,-74.10139244
40.71642196,-74.06402634
40.73591781,-74.09367685
40.72179202,-74.03907932
40.72730197,-74.09073676
40.71436822,-74.0549141
40.72217889,-74.09425118
40.73568582,-74.03949777
40.73530364,-74.10383687
40.72915307,-74.10678941
40.70391865,-74.07759532
40.70257485,-74.08184353
40.71513473,-74.06300332
40.74716672,-74.0771769
40.70376674,-74.0514366
40.73234551,-74.10425406
40.6976163,-74.0646474
40.73538544,-74.04113643
40.70792204,-74.09189265
40.71734274,-74.05783047
40.70589455,-74.07599024
40.70769527,-74.07396373
40.74195183,-74.04592383
40.75013344,-74.06521174
40.73366788,-74.05470618
40.70817772,-74.09391074
40.72319832,-74.03711324
40.74163748,-74.06308284
40.69507207,-74.0782328
40.72106925,-74.04387736
40.70369995,-74.06428376
40.72874388,-74.04888392
40.74406428,-74.06762598
40.72433399,-74.04918849
40.71355788,-74.06429961
40.7373112,-74.09808706
40.70879126,-74.06464611
40.71892478,-74.04790695
40.71538852,-74.05681206
40.73887469,-74.06760015
40.70304107,-74.09635957
40.73328959,-74.05129778
40.73389346,-74.06223605
40.72519202,-74.05850251
40.73091945,-74.05809634
40.7194249,-74.07533072
40.71979194,-74.10764769
40.70796093,-74.07254091
40.72370586,-74.06803248
40.72230101,-74.07316635
40.72059651,-74.05139904
40.73995602,-74.08530853
40.71155417,-74.04238103
40.72498957,-74.10117254
40.69725478,-74.05717868
40.72968206,-74.04514147
40.72227354,-74.09356188
40.69747337,-74.0851329
40.73330392,-74.09132792
40.72003112,-74.06337757
40.69387823,-74.06685313
40.74606729,-74.0777233
40.7008218,-74.06053933
40.71593567,-74.07461531
40.73027396,-74.07752894
40.71072228,-74.05550538
40.74602306,-74.07423622
40.71914367,-74.04278786
40.69497519,-74.07969764
40.73899957,-74.06714195
40.70859365,-74.07855258
40.73591117,-74.05079694
40.71606931,-74.06252652
40.74153457,-74.05626417
40.71070841,-74.06627613
40.72289573,-74.09497753
40.73856083,-74.06036695
40.69836525,-74.08385974
40.70029482,-74.07103074
40.72659022,-74.06927686
40.7082123,-74.09655975
40.71073616,-74.0880526
40.69394529,-74.07030269
40.72615449,-74.05991148
40.70524373,-74.04125923
40.72428938,-74.04181592
40.70719905,-74.08640517
40.71428674,-74.07683927
40.73901369,-74.06673372
40.69693108,-74.07944196
40.74756406,-74.0555337
40.72506926,-74.09508246
40.71667745,-74.0717177
40.71075233,-74.06469208
40.70868382,-74.05740272
40.72816707,-74.06738338
40.71594966,-74.0686271
40.72920174,-74.05151483
40.71209242,-74.06782843
40.71467709,-74.07089687
40.7013803,-74.0618336
40.72741817,-74.0672681
40.69701428,-74.07235332
40.71014018,-74.04172108
40.73183746,-74.07235702
40.73144466,-74.09584263
40.74227957,-74.08055996
40.70573407,-74.07818277
40.70434201,-74.09888938
40.72894881,-74.10718781
40.73605192,-74.06598613
40.71168887,-74.06618514
40.72123585,-74.04347261
40.74025739,-74.07652601
40.72562142,-74.04315182
40.74334746,-74.07946761
40.74008799,-74.04895537
40.74106306,-74.0973014
40.72000612,-74.05460826
40.72263734,-74.06093059
40.73342669,-74.07325379
40.74594369,-74.06503857
40.70915217,-74.08228969
40.71562818,-74.05193461
40.70205552,-74.04815473
40.74599355,-74.06514071
40.7198166,-74.04271893
40.70274877,-74.08285903
40.71780984,-74.08559779
40.70635394,-74.08108712
40.69473682,-74.07640659
40.70923393,-74.03683999
40.7465587,-74.05634104
40.72801098,-74.04497881
40.73518291,-74.05823851
40.73092149,-74.08393451
40.71587303,-74.07547916
40.74679312,-74.06382742
40.69640491,-74.07107344
40.70871569,-74.05242787
40.73428347,-74.09052311
40.72874803,-74.06873688
40.71795276,-74.0743141
40.72473942,-74.08162518
40.73206322,-74.08481544
40.71048264,-74.04161058
40.73890613,-74.08968035
40.73127697,-74.06639647
40.74273145,-74.06355133
40.7128572,-74.06474419
40.7440052,-74.04955982
40.71623657,-74.03963067
40.69275153,-74.07103963
40.73803371,-74.04995409
40.74301757,-74.06601287
40.72780505,-74.10417167
40.72636311,-74.06639656
40.72376002,-74.1022653
40.74239168,-74.0649859
40.7289402,-74.10677655
40.7142727,-74.09499905
40.74169158,-74.07536822
40.69387709,-74.08080841
40.70664479,-74.0690591
40.7346251,-74.08891075
40.74813519,-74.08305257
40.72571119,-74.08916286
40.73047246,-74.0483497
40.72987633,-74.10502415
40.74369968,-74.06974666
40.72133127,-74.03656976
40.72069248,-74.03724922
40.73505263,-74.06631741
40.7082339,-74.04280525
40.70971306,-74.0732342
40.73447647,-74.05190548
40.72763135,-74.07942702
40.70863508,-74.04101139
40.73604907,-74.08358837
40.70113037,-74.08068408
40.70801423,-74.07782082
40.74659258,-74.0532523
40.69517582,-74.0562666
40.7204127,-74.06940097
40.70909365,-74.07740007
40.7388552,-74.08702771
40.70374858,-74.08463044
40.73635436,-74.07054446
40.73752867,-74.08166633
40.7304416,-74.05737963
